event_id,source_type,station_network_code,station_channel_code,station_code,station_location_code,station_latitude_deg,station_longitude_deg,station_elevation_m,trace_name,trace_sampling_rate_hz,trace_start_time,trace_S_arrival_sample,trace_S_onset,trace_P_arrival_sample,trace_P_onset,trace_snr_db
pnsn2782668,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2207,:3,:18001",100,2017-10-26T06:42:28.000000Z,,,7000.000,emergent,8.612|7.306|11.527
pnsn2782673,surface event,CC,EH,SUG,--,46.215,-122.176,1859.000,"bucket1$2208,:3,:18001",100,2017-10-26T06:38:16.000000Z,,,7000.000,emergent,19.964|18.072|26.653
pnsn2782673,surface event,UW,EH,HSR,--,46.174,-122.181,1720.000,"bucket1$2209,:3,:18001",100,2017-10-26T06:38:16.000000Z,,,7000.000,emergent,nan|nan|29.364
pnsn2782673,surface event,UW,EH,EDM,--,46.197,-122.151,1609.000,"bucket1$2210,:3,:18001",100,2017-10-26T06:38:17.000000Z,,,7000.000,emergent,nan|nan|42.076
pnsn2782673,surface event,UW,EH,SHW,--,46.194,-122.236,1425.000,"bucket1$2211,:3,:18001",100,2017-10-26T06:38:16.000000Z,,,7000.000,emergent,nan|nan|18.321
pnsn2782673,surface event,PB,EH,B201,--,46.303,-122.265,990.000,"bucket1$2212,:3,:18001",100,2017-10-26T06:38:18.000000Z,,,7000.000,emergent,0.869|8.977|4.161
pnsn2782673,surface event,UW,EH,CDF,--,46.117,-122.046,756.000,"bucket1$2213,:3,:18001",100,2017-10-26T06:38:18.000000Z,,,7000.000,emergent,nan|nan|18.148
pnsn2782683,surface event,UW,EH,RCM,--,46.836,-121.733,3085.000,"bucket1$2214,:3,:18001",100,2017-10-26T02:50:38.000000Z,,,7000.000,emergent,15.032|nan|14.964
pnsn2782173,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2215,:3,:18001",100,2017-10-24T04:40:45.000000Z,,,7000.000,impulsive,11.432|13.562|17.062
pnsn2782188,surface event,UW,EH,RCM,--,46.836,-121.733,3085.000,"bucket1$2216,:3,:18001",100,2017-10-24T00:17:57.000000Z,,,7000.000,emergent,12.241|nan|13.596
pnsn2779188,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2217,:3,:18001",100,2017-10-12T00:20:31.000000Z,,,7000.000,emergent,39.293|34.847|35.475
pnsn2779188,surface event,CC,BH,VALT,--,46.214,-122.189,1681.000,"bucket1$2218,:3,:18001",100,2017-10-12T00:20:31.000000Z,,,7000.000,impulsive,-5.083|-7.642|-1.600
pnsn2779188,surface event,UW,EH,HSR,--,46.174,-122.181,1720.000,"bucket1$2219,:3,:18001",100,2017-10-12T00:20:31.000000Z,,,7000.000,impulsive,nan|nan|16.717
pnsn2779188,surface event,CC,EH,SUG,--,46.215,-122.176,1859.000,"bucket1$2220,:3,:18001",100,2017-10-12T00:20:31.000000Z,,,7000.000,impulsive,4.554|-0.925|11.257
pnsn2779188,surface event,UW,EH,EDM,--,46.197,-122.151,1609.000,"bucket1$2221,:3,:18001",100,2017-10-12T00:20:31.000000Z,,,7000.000,emergent,nan|nan|6.441
pnsn2779188,surface event,PB,EH,B204,--,46.136,-122.169,784.200,"bucket1$2222,:3,:18001",100,2017-10-12T00:20:32.000000Z,,,7000.000,emergent,2.541|7.521|6.723
pnsn2778873,surface event,UW,EH,STAR,--,46.851,-121.793,3365.000,"bucket1$2223,:3,:18001",100,2017-10-11T10:53:09.000000Z,,,7000.000,impulsive,40.934|31.254|35.194
pnsn2778873,surface event,UW,EH,RCS,--,46.871,-121.732,2877.000,"bucket1$2224,:3,:18001",100,2017-10-11T10:53:10.000000Z,,,7000.000,emergent,nan|nan|20.481
pnsn2778873,surface event,UW,EH,RER,--,46.819,-121.842,1756.000,"bucket1$2225,:3,:18001",100,2017-10-11T10:53:10.000000Z,,,7000.000,impulsive,nan|nan|6.811
pnsn2778873,surface event,CC,BH,OBSR,--,46.900,-121.815,2382.000,"bucket1$2226,:3,:18001",100,2017-10-11T10:53:11.000000Z,,,7000.000,emergent,8.559|16.730|8.892
pnsn2778883,surface event,UW,EH,RCS,--,46.871,-121.732,2877.000,"bucket1$2227,:3,:18001",100,2017-10-11T02:09:55.000000Z,,,7000.000,impulsive,nan|nan|20.272
pnsn2778883,surface event,UW,EH,STAR,--,46.851,-121.793,3365.000,"bucket1$2228,:3,:18001",100,2017-10-11T02:09:55.000000Z,,,7000.000,emergent,15.965|19.724|18.611
pnsn2778883,surface event,CC,BH,OBSR,--,46.900,-121.815,2382.000,"bucket1$2229,:3,:18001",100,2017-10-11T02:09:56.000000Z,,,7000.000,emergent,-5.427|-1.647|6.345
pnsn2778883,surface event,UW,EH,RER,--,46.819,-121.842,1756.000,"bucket1$2230,:3,:18001",100,2017-10-11T02:09:56.000000Z,,,7000.000,emergent,nan|nan|6.720
pnsn2778883,surface event,UW,EH,LO2,--,46.751,-121.810,853.000,"bucket1$2231,:3,:18001",100,2017-10-11T02:09:57.000000Z,,,7000.000,emergent,nan|nan|1.814
pnsn2779213,surface event,CC,EH,PALM,--,45.359,-121.705,2590.000,"bucket1$2232,:3,:18001",100,2017-10-10T23:02:58.000000Z,,,7000.000,emergent,14.579|18.895|14.437
pnsn2779213,surface event,CC,EH,TIMB,--,45.336,-121.710,1869.000,"bucket1$2233,:3,:18001",100,2017-10-10T23:02:59.000000Z,,,7000.000,emergent,9.458|11.929|6.012
pnsn2757503,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2234,:3,:18001",100,2017-08-17T17:25:48.000000Z,,,7000.000,emergent,29.144|27.439|26.535
pnsn2757498,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2235,:3,:18001",100,2017-08-17T17:22:22.000000Z,,,7000.000,emergent,27.967|23.071|26.703
pnsn2757488,surface event,UW,EH,STAR,--,46.851,-121.793,3365.000,"bucket1$2236,:3,:18001",100,2017-08-17T07:04:31.000000Z,,,7000.000,emergent,18.442|13.482|13.000
pnsn2757148,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2237,:3,:18001",100,2017-08-16T06:38:01.000000Z,,,7000.000,emergent,11.632|10.682|18.267
pnsn2757348,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2238,:3,:18001",100,2017-08-15T23:45:38.000000Z,,,7000.000,emergent,24.240|21.648|23.657
pnsn2756358,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2239,:3,:18001",100,2017-08-15T16:55:13.000000Z,,,7000.000,emergent,24.378|20.045|23.484
pnsn2756443,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2240,:3,:18001",100,2017-08-15T09:19:09.000000Z,,,7000.000,emergent,29.025|25.228|34.171
pnsn2756078,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2241,:3,:18001",100,2017-08-13T05:55:20.000000Z,,,7000.000,emergent,12.601|11.863|13.528
pnsn2756078,surface event,CC,BH,SWF2,--,46.178,-122.217,1548.000,"bucket1$2242,:3,:18001",100,2017-08-13T05:55:22.000000Z,,,7000.000,emergent,7.498|0.494|11.883
pnsn2771768,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2243,:3,:18001",100,2017-09-26T13:04:13.000000Z,,,7000.000,emergent,-2.789|-2.419|5.230
pnsn2771753,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2244,:3,:18001",100,2017-09-26T11:47:16.000000Z,,,7000.000,impulsive,9.149|9.329|8.021
pnsn2771748,surface event,UW,EH,STAR,--,46.851,-121.793,3365.000,"bucket1$2245,:3,:18001",100,2017-09-26T07:32:24.000000Z,,,7000.000,emergent,17.584|12.579|22.879
pnsn2771763,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2246,:3,:18001",100,2017-09-26T06:39:44.000000Z,,,7000.000,emergent,27.511|20.144|26.496
pnsn2771758,surface event,UW,EH,STAR,--,46.851,-121.793,3365.000,"bucket1$2247,:3,:18001",100,2017-09-26T06:18:33.000000Z,,,7000.000,impulsive,19.070|16.526|22.066
pnsn2771348,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2248,:3,:18001",100,2017-09-26T03:19:55.000000Z,,,7000.000,impulsive,41.163|33.565|39.328
pnsn2771253,surface event,UW,EH,STAR,--,46.851,-121.793,3365.000,"bucket1$2249,:3,:18001",100,2017-09-26T00:01:35.000000Z,,,7000.000,impulsive,23.021|17.180|19.787
pnsn2769473,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2250,:3,:18001",100,2017-09-22T07:09:36.000000Z,,,7000.000,emergent,5.564|-0.628|12.477
pnsn2769468,surface event,UW,EH,STAR,--,46.851,-121.793,3365.000,"bucket1$2251,:3,:18001",100,2017-09-22T06:27:56.000000Z,,,7000.000,emergent,10.124|8.799|9.645
pnsn2769548,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2252,:3,:18001",100,2017-09-22T03:38:06.000000Z,,,7000.000,emergent,15.374|13.822|19.209
pnsn2769543,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2253,:3,:18001",100,2017-09-22T02:39:14.000000Z,,,7000.000,impulsive,34.512|38.438|40.469
pnsn2769543,surface event,UW,EH,HSR,--,46.174,-122.181,1720.000,"bucket1$2254,:3,:18001",100,2017-09-22T02:39:14.000000Z,,,7000.000,emergent,nan|nan|9.243
pnsn2766758,surface event,CC,EH,PALM,--,45.359,-121.705,2590.000,"bucket1$2255,:3,:18001",100,2017-09-15T11:51:05.000000Z,,,7000.000,emergent,29.736|18.062|27.553
pnsn2766758,surface event,CC,EH,TIMB,--,45.336,-121.710,1869.000,"bucket1$2256,:3,:18001",100,2017-09-15T11:51:07.000000Z,,,7000.000,emergent,12.802|12.896|11.531
pnsn2766758,surface event,UW,BH,HOOD,--,45.322,-121.651,1512.000,"bucket1$2257,:3,:18001",100,2017-09-15T11:51:07.000000Z,,,7000.000,emergent,1.393|2.031|3.846
pnsn2766758,surface event,UW,EH,TDH,--,45.290,-121.791,1541.000,"bucket1$2258,:3,:18001",100,2017-09-15T11:51:08.000000Z,,,7000.000,emergent,nan|nan|3.855
pnsn2766758,surface event,CC,BH,SHRK,--,45.464,-121.529,1318.700,"bucket1$2259,:3,:18001",100,2017-09-15T11:51:09.000000Z,,,7000.000,emergent,-5.748|1.532|-4.653
pnsn2766758,surface event,UW,EH,VLL,--,45.463,-121.680,1195.000,"bucket1$2260,:3,:18001",100,2017-09-15T11:51:08.000000Z,,,7000.000,emergent,nan|nan|0.700
pnsn2766758,surface event,CC,EH,HIYU,--,45.435,-121.807,1418.000,"bucket1$2261,:3,:18001",100,2017-09-15T11:51:09.000000Z,,,7000.000,emergent,-3.895|0.386|3.010
pnsn2766778,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2262,:3,:18001",100,2017-09-14T21:30:19.000000Z,,,7000.000,emergent,13.036|10.560|14.156
pnsn2749043,surface event,CC,BH,OBSR,--,46.900,-121.815,2382.000,"bucket1$2263,:3,:18001",100,2017-07-31T02:06:50.000000Z,7100.000,impulsive,7000.000,emergent,27.293|30.696|30.257
pnsn2749043,surface event,UW,EH,FMW,--,46.941,-121.671,1859.000,"bucket1$2264,:3,:18001",100,2017-07-31T02:06:51.000000Z,,,7000.000,emergent,nan|nan|14.954
pnsn2749043,surface event,UW,EH,STAR,--,46.851,-121.793,3365.000,"bucket1$2265,:3,:18001",100,2017-07-31T02:06:49.000000Z,,,7000.000,impulsive,33.346|30.213|28.298
pnsn2749043,surface event,UW,EH,RCS,--,46.871,-121.732,2877.000,"bucket1$2266,:3,:18001",100,2017-07-31T02:06:50.000000Z,,,7000.000,emergent,nan|nan|19.859
pnsn2766248,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2267,:3,:18001",100,2017-09-14T16:11:38.000000Z,,,7000.000,impulsive,37.425|31.877|35.581
pnsn2766253,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2268,:3,:18001",100,2017-09-14T15:33:19.000000Z,,,7000.000,emergent,16.924|17.378|12.335
pnsn2748788,surface event,CC,BH,STD,--,46.237,-122.224,1189.000,"bucket1$2269,:3,:18001",100,2017-07-29T07:12:55.000000Z,,,7000.000,impulsive,20.976|21.656|13.701
pnsn2748788,surface event,UW,EH,SHW,--,46.194,-122.236,1425.000,"bucket1$2270,:3,:18001",100,2017-07-29T07:12:55.000000Z,,,7000.000,emergent,nan|nan|17.751
pnsn2748788,surface event,CC,EH,SUG,--,46.215,-122.176,1859.000,"bucket1$2271,:3,:18001",100,2017-07-29T07:12:55.000000Z,,,7000.000,impulsive,9.447|7.582|13.762
pnsn2748788,surface event,CC,BH,SWF2,--,46.178,-122.217,1548.000,"bucket1$2272,:3,:18001",100,2017-07-29T07:12:55.000000Z,,,7000.000,emergent,9.137|15.765|14.059
pnsn2748788,surface event,PB,EH,B203,--,46.169,-122.334,814.400,"bucket1$2273,:3,:18001",100,2017-07-29T07:12:56.000000Z,,,7000.000,emergent,3.543|7.833|4.086
pnsn2765268,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2274,:3,:18001",100,2017-09-12T14:53:47.000000Z,,,7000.000,emergent,5.636|14.144|13.601
pnsn2765263,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2275,:3,:18001",100,2017-09-12T14:19:58.000000Z,,,7000.000,emergent,17.286|18.955|18.814
pnsn2765278,surface event,UW,EH,STAR,--,46.851,-121.793,3365.000,"bucket1$2276,:3,:18001",100,2017-09-12T09:29:13.000000Z,,,7000.000,emergent,36.193|28.666|31.950
pnsn2765278,surface event,UW,EH,RCS,--,46.871,-121.732,2877.000,"bucket1$2277,:3,:18001",100,2017-09-12T09:29:14.000000Z,,,7000.000,emergent,nan|nan|15.040
pnsn2765278,surface event,CC,BH,OBSR,--,46.900,-121.815,2382.000,"bucket1$2278,:3,:18001",100,2017-09-12T09:29:14.000000Z,,,7000.000,emergent,1.725|14.306|6.032
pnsn2765278,surface event,UW,EH,RER,--,46.819,-121.842,1756.000,"bucket1$2279,:3,:18001",100,2017-09-12T09:29:15.000000Z,,,7000.000,emergent,nan|nan|12.962
pnsn2765278,surface event,UW,EH,FMW,--,46.941,-121.671,1859.000,"bucket1$2280,:3,:18001",100,2017-09-12T09:29:16.000000Z,,,7000.000,impulsive,nan|nan|7.225
pnsn2765278,surface event,UW,EH,RVC,--,46.944,-121.974,1000.000,"bucket1$2281,:3,:18001",100,2017-09-12T09:29:16.000000Z,,,7000.000,emergent,nan|nan|-1.522
pnsn2765283,surface event,UW,EH,STAR,--,46.851,-121.793,3365.000,"bucket1$2282,:3,:18001",100,2017-09-12T08:37:33.000000Z,,,7000.000,emergent,1.135|-0.598|2.439
pnsn2765358,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2283,:3,:18001",100,2017-09-12T05:26:18.000000Z,,,7000.000,emergent,17.071|15.352|22.138
pnsn2765113,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2284,:3,:18001",100,2017-09-11T17:08:14.000000Z,,,7000.000,emergent,24.030|19.227|20.926
pnsn2764463,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2285,:3,:18001",100,2017-09-09T13:35:16.000000Z,,,7000.000,emergent,5.036|8.264|11.291
pnsn2764253,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2286,:3,:18001",100,2017-09-08T21:53:32.000000Z,,,7000.000,emergent,8.521|8.106|12.585
pnsn2763943,surface event,UW,EH,RCS,--,46.871,-121.732,2877.000,"bucket1$2287,:3,:18001",100,2017-09-08T15:04:13.000000Z,,,7000.000,impulsive,nan|nan|19.949
pnsn2763943,surface event,UW,EH,RER,--,46.819,-121.842,1756.000,"bucket1$2288,:3,:18001",100,2017-09-08T15:04:13.000000Z,,,7000.000,emergent,nan|nan|17.346
pnsn2763943,surface event,CC,BH,OBSR,--,46.900,-121.815,2382.000,"bucket1$2289,:3,:18001",100,2017-09-08T15:04:13.000000Z,,,7000.000,emergent,3.933|16.100|4.859
pnsn2763943,surface event,UW,EH,LO2,--,46.751,-121.810,853.000,"bucket1$2290,:3,:18001",100,2017-09-08T15:04:14.000000Z,,,7000.000,impulsive,nan|nan|6.507
pnsn2763943,surface event,UW,BH,LON,--,46.751,-121.810,853.000,"bucket1$2291,:3,:18001",100,2017-09-08T15:04:14.000000Z,7200.000,emergent,7000.000,emergent,2.035|4.826|1.072
pnsn2763943,surface event,UW,EH,FMW,--,46.941,-121.671,1859.000,"bucket1$2292,:3,:18001",100,2017-09-08T15:04:15.000000Z,,,7000.000,emergent,nan|nan|15.097
pnsn2763953,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2293,:3,:18001",100,2017-09-08T14:11:30.000000Z,,,7000.000,impulsive,3.538|-0.038|13.323
pnsn2763968,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2294,:3,:18001",100,2017-09-08T07:10:00.000000Z,,,7000.000,emergent,17.362|17.189|19.372
pnsn2763973,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2295,:3,:18001",100,2017-09-08T06:46:42.000000Z,,,7000.000,emergent,30.056|27.847|31.316
pnsn2764358,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2296,:3,:18001",100,2017-09-07T21:42:26.000000Z,,,7000.000,impulsive,21.690|20.753|27.556
pnsn2763458,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2297,:3,:18001",100,2017-09-07T10:20:28.000000Z,,,7000.000,emergent,9.771|8.029|8.691
pnsn2763338,surface event,UW,EH,HSR,--,46.174,-122.181,1720.000,"bucket1$2298,:3,:18001",100,2017-09-06T20:00:34.000000Z,,,7000.000,impulsive,nan|nan|26.806
pnsn2763338,surface event,UW,EH,SHW,--,46.194,-122.236,1425.000,"bucket1$2299,:3,:18001",100,2017-09-06T20:00:35.000000Z,,,7000.000,impulsive,nan|nan|14.915
pnsn2763338,surface event,PB,EH,B202,--,46.245,-122.137,1218.600,"bucket1$2300,:3,:18001",100,2017-09-06T20:00:35.000000Z,,,7000.000,emergent,9.259|11.268|4.771
pnsn2763338,surface event,PB,EH,B204,--,46.136,-122.169,784.200,"bucket1$2301,:3,:18001",100,2017-09-06T20:00:35.000000Z,,,7000.000,emergent,8.083|13.42|12.236
pnsn2763153,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2302,:3,:18001",100,2017-09-06T14:49:24.000000Z,,,7000.000,emergent,11.648|2.032|12.631
pnsn2763168,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2303,:3,:18001",100,2017-09-06T06:13:47.000000Z,,,7000.000,emergent,24.715|21.563|28.412
pnsn2762748,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2304,:3,:18001",100,2017-09-05T22:58:01.000000Z,,,7000.000,emergent,23.510|14.883|19.305
pnsn2762458,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2305,:3,:18001",100,2017-09-04T11:58:35.000000Z,,,7000.000,emergent,12.526|17.021|17.121
pnsn2762558,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2306,:3,:18001",100,2017-09-04T10:17:46.000000Z,,,7000.000,emergent,-6.971|-9.869|-7.737
pnsn2762583,surface event,UW,EH,STAR,--,46.851,-121.793,3365.000,"bucket1$2307,:3,:18001",100,2017-09-04T08:02:36.000000Z,,,7000.000,emergent,7.745|5.650|5.658
pnsn2762973,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2308,:3,:18001",100,2017-09-03T18:21:05.000000Z,,,7000.000,emergent,14.562|15.070|19.079
pnsn2762968,surface event,UW,EH,STAR,--,46.851,-121.793,3365.000,"bucket1$2309,:3,:18001",100,2017-09-03T18:14:03.000000Z,,,7000.000,emergent,15.703|17.195|17.769
pnsn2763653,surface event,UW,EH,RCS,--,46.871,-121.732,2877.000,"bucket1$2310,:3,:18001",100,2017-09-03T16:31:38.000000Z,,,7000.000,emergent,nan|nan|-8.058
pnsn2763643,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2311,:3,:18001",100,2017-09-03T08:33:22.000000Z,,,7000.000,emergent,16.436|13.470|17.121
pnsn2763563,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2312,:3,:18001",100,2017-09-03T04:35:37.000000Z,,,7000.000,emergent,3.135|1.781|4.838
pnsn2763313,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2313,:3,:18001",100,2017-09-02T16:48:15.000000Z,,,7000.000,emergent,16.414|18.792|13.531
pnsn2763303,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2314,:3,:18001",100,2017-09-02T14:44:37.000000Z,,,7000.000,impulsive,26.361|23.296|31.480
pnsn2763288,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2315,:3,:18001",100,2017-09-02T13:41:57.000000Z,,,7000.000,impulsive,6.624|9.963|13.460
pnsn2763283,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2316,:3,:18001",100,2017-09-02T10:16:33.000000Z,,,7000.000,emergent,14.120|17.089|15.433
pnsn2763263,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2317,:3,:18001",100,2017-09-02T07:31:58.000000Z,,,7000.000,emergent,20.567|17.461|23.902
pnsn2763143,surface event,UW,EH,RCS,--,46.871,-121.732,2877.000,"bucket1$2318,:3,:18001",100,2017-09-02T05:25:19.000000Z,,,7000.000,emergent,nan|nan|31.217
pnsn2763248,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2319,:3,:18001",100,2017-09-02T03:09:48.000000Z,,,7000.000,emergent,-2.406|-3.951|-3.133
pnsn2763198,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2320,:3,:18001",100,2017-09-01T17:35:54.000000Z,,,7000.000,emergent,3.079|-0.682|-0.069
pnsn2761663,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2321,:3,:18001",100,2017-09-01T12:16:49.000000Z,,,7000.000,emergent,15.218|16.757|18.044
pnsn2761678,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2322,:3,:18001",100,2017-09-01T05:16:03.000000Z,,,7000.000,emergent,12.250|11.381|13.451
pnsn2761698,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2323,:3,:18001",100,2017-08-31T18:40:53.000000Z,,,7000.000,emergent,9.144|11.320|13.482
pnsn2761478,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2324,:3,:18001",100,2017-08-31T09:02:09.000000Z,,,7000.000,emergent,17.888|18.708|9.684
pnsn2761478,surface event,UW,EH,HSR,--,46.174,-122.181,1720.000,"bucket1$2325,:3,:18001",100,2017-08-31T09:02:10.000000Z,,,7000.000,impulsive,nan|nan|19.799
pnsn2761473,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2326,:3,:18001",100,2017-08-31T08:55:11.000000Z,,,7000.000,emergent,27.643|19.601|24.474
pnsn2761493,surface event,UW,EH,RCS,--,46.871,-121.732,2877.000,"bucket1$2327,:3,:18001",100,2017-08-31T06:31:37.000000Z,,,7000.000,impulsive,nan|nan|28.574
pnsn2761348,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2328,:3,:18001",100,2017-08-31T01:51:14.000000Z,,,7000.000,emergent,32.600|27.447|33.581
pnsn2761343,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2329,:3,:18001",100,2017-08-31T00:32:57.000000Z,,,7000.000,emergent,0.068|-0.214|0.048
pnsn2761353,surface event,UW,EH,STAR,--,46.851,-121.793,3365.000,"bucket1$2330,:3,:18001",100,2017-08-30T20:24:41.000000Z,,,7000.000,emergent,14.338|10.304|11.682
pnsn2761158,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2331,:3,:18001",100,2017-08-30T00:56:35.000000Z,,,7000.000,emergent,16.878|14.008|20.515
pnsn2760848,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2332,:3,:18001",100,2017-08-29T11:00:32.000000Z,,,7000.000,emergent,19.332|14.765|13.995
pnsn2760868,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2333,:3,:18001",100,2017-08-28T22:42:50.000000Z,,,7000.000,emergent,13.475|9.231|7.003
pnsn2760883,surface event,UW,EH,STAR,--,46.851,-121.793,3365.000,"bucket1$2334,:3,:18001",100,2017-08-28T20:34:48.000000Z,,,7000.000,emergent,5.739|0.869|5.892
pnsn2760888,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2335,:3,:18001",100,2017-08-28T18:24:36.000000Z,,,7000.000,emergent,11.862|16.320|14.004
pnsn2760728,surface event,CC,EH,SUG,--,46.215,-122.176,1859.000,"bucket1$2336,:3,:18001",100,2017-08-28T17:20:41.000000Z,,,7000.000,emergent,1.180|-1.040|5.313
pnsn2760658,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2337,:3,:18001",100,2017-08-28T13:08:05.000000Z,,,7000.000,emergent,10.327|11.790|5.769
pnsn2760663,surface event,UW,EH,RCS,--,46.871,-121.732,2877.000,"bucket1$2338,:3,:18001",100,2017-08-28T10:01:40.000000Z,,,7000.000,emergent,nan|nan|13.669
pnsn2760668,surface event,UW,EH,STAR,--,46.851,-121.793,3365.000,"bucket1$2339,:3,:18001",100,2017-08-28T09:44:13.000000Z,,,7000.000,emergent,7.739|7.918|7.307
pnsn2760683,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2340,:3,:18001",100,2017-08-28T08:18:52.000000Z,,,7000.000,emergent,23.113|22.398|20.493
pnsn2760568,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2341,:3,:18001",100,2017-08-27T04:12:47.000000Z,,,7000.000,emergent,16.899|18.034|24.908
pnsn2760578,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2342,:3,:18001",100,2017-08-27T00:57:06.000000Z,,,7000.000,emergent,2.290|8.918|8.285
pnsn2760923,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2343,:3,:18001",100,2017-08-25T10:27:52.000000Z,,,7000.000,impulsive,21.539|23.912|29.291
pnsn2760058,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2344,:3,:18001",100,2017-08-25T06:48:38.000000Z,,,7000.000,impulsive,3.633|-0.765|8.102
pnsn2760913,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2345,:3,:18001",100,2017-08-24T10:21:35.000000Z,,,7000.000,emergent,5.244|-2.413|3.961
pnsn2760908,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2346,:3,:18001",100,2017-08-24T10:06:46.000000Z,,,7000.000,emergent,0.047|-0.254|3.283
pnsn2760903,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2347,:3,:18001",100,2017-08-24T04:20:47.000000Z,,,7000.000,emergent,14.610|12.414|16.540
pnsn2760898,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$2348,:3,:18001",100,2017-08-23T23:08:47.000000Z,,,7000.000,emergent,19.070|17.219|21.295
